record_id,out_link,out_num,out_num_cat,outcome_measure,outcome_description,measurement,meas_rate_gpt,metric,metric_def_gpt,aggregation_method,method_def_gpt,cutoffs,cut_rate_gpt,timeframe,meas_rate,metric_def,method_def,cut_rate,time_prio,time_desc_1,time_desc_2,time_desc_3,time_desc_4,time_desc_5,time_desc_6,time_desc_7,time_desc_8,time_desc_9,nct_key,pmid,title,journal_book,is_act,lead_sponsor_class,funder_type,is_nih_funded
JP_NCT01772472,https://clinicaltrials.gov/study/NCT01772472?term=NCT01772472&rank=1&tab=history&a=12#outcome-measures-card,Secondary 2,2,Disease-free survival: Time from randomization to first occurrence of an IDFS event including second primary non-breast cancer or contralateral or ipsilateral ductal carcinoma in situ,NA,second primary non-breast cancer; contralateral ductal carcinoma in situ; ipsilateral ductal carcinoma in situ,1,Time-to-event,1,Not reported,2,Not applicable,3,up to 10 years,1,1,2,3,3,0,0,0,1,0,0,0,0,0,NCT01772472,39813643,Survival with Trastuzumab Emtansine in Residual HER2-Positive Breast Cancer,N Engl J Med,Yes,INDUSTRY,INDUSTRY,No
JP_NCT01772472,https://clinicaltrials.gov/study/NCT01772472?term=NCT01772472&rank=1&tab=history&a=12#outcome-measures-card,Secondary 3,2,Overall survival: Time from randomization to death of any cause,NA,Death,1,Time-to-event,1,Not reported,2,Not applicable,3,up to 10 years,1,1,2,3,3,0,0,0,1,0,0,0,0,0,NCT01772472,39813643,Survival with Trastuzumab Emtansine in Residual HER2-Positive Breast Cancer,N Engl J Med,Yes,INDUSTRY,INDUSTRY,No
JP_NCT01772472,https://clinicaltrials.gov/study/NCT01772472?term=NCT01772472&rank=1&tab=history&a=12#outcome-measures-card,Secondary 4,2,Distant recurrence-free interval: Time from randomization to date of distant breast cancer recurrence,NA,Not reported,2,Time-to-event,1,Not reported,2,Not applicable,3,up to 10 years,1,1,2,3,3,0,0,0,1,0,0,0,0,0,NCT01772472,39813643,Survival with Trastuzumab Emtansine in Residual HER2-Positive Breast Cancer,N Engl J Med,Yes,INDUSTRY,INDUSTRY,No
JP_NCT01772472,https://clinicaltrials.gov/study/NCT01772472?term=NCT01772472&rank=1&tab=history&a=12#outcome-measures-card,Secondary 5,2,Safety: Incidence of adverse events,NA,Not valid,2,Not reported,2,Not reported,2,Not applicable,3,up to 10 years,2,2,2,3,3,0,0,0,1,0,0,0,0,0,NCT01772472,39813643,Survival with Trastuzumab Emtansine in Residual HER2-Positive Breast Cancer,N Engl J Med,Yes,INDUSTRY,INDUSTRY,No
JP_NCT01772472,https://clinicaltrials.gov/study/NCT01772472?term=NCT01772472&rank=1&tab=history&a=12#outcome-measures-card,Secondary 6,2,Incidence of cardiac events: Death from cardiac cause or severe chronic heart failure (NYHA Class III or IV),NA,death from cardiac cause; severe chronic heart failure,1,Not reported,2,Not reported,2,New York Heart Association (NYHA) classification : Class III or IV,1,up to 10 years,1,2,2,1,3,0,0,0,1,0,0,0,0,0,NCT01772472,39813643,Survival with Trastuzumab Emtansine in Residual HER2-Positive Breast Cancer,N Engl J Med,Yes,INDUSTRY,INDUSTRY,No
JP_NCT01772472,https://clinicaltrials.gov/study/NCT01772472?term=NCT01772472&rank=1&tab=history&a=12#outcome-measures-card,Secondary 7,2,"Patient reported outcomes: European Organization for Research and Treatment of Cancer (EORTC) Quality of Life Quetionnaire QLQ-C30/QLQ-BR23, EuroQol EQ-5d Questionnaire",NA,Not valid,2,Not reported,2,Not reported,2,Not applicable,3,up to 10 years,2,1,2,3,3,0,0,0,1,0,0,0,0,0,NCT01772472,39813643,Survival with Trastuzumab Emtansine in Residual HER2-Positive Breast Cancer,N Engl J Med,Yes,INDUSTRY,INDUSTRY,No
JP_NCT01844505,https://clinicaltrials.gov/study/NCT01844505?term=NCT01844505&rank=1&tab=history&a=1#outcome-measures-card,Primary 1,1,Endpoint of Overall Survival (OS) in all randomized subjects,OS is defined as the time between the date of randomization and the date of death due to any cause. OS will be censored on the last date a subject was known to be alive. OS data will be collected continuously while subjects are on study medication and every 3 months via in-person or phone contact after discontinuation of study medication,Mortality,1,Time-to-event,1,Not reported,2,Not applicable,3,Approximately up to 44.1 months,1,1,2,3,3,0,0,0,1,0,0,0,0,0,NCT01844505,39282897,"Final, 10-Year Outcomes with Nivolumab plus Ipilimumab in Advanced Melanoma",N Engl J Med,No,INDUSTRY,INDUSTRY,No
JP_NCT01844505,https://clinicaltrials.gov/study/NCT01844505?term=NCT01844505&rank=1&tab=history&a=1#outcome-measures-card,Secondary 1,2,Progression Free Survival (PFS),"PFS is defined as the time between the date of randomization and the first date of documented progression, as determined by the investigator, or death due to any cause, whichever occurs first",progression; death,1,Time-to-event,1,Not reported,2,Not applicable,3,"Baseline (Day 1), Week 12, every 6 weeks thereafter up to week 49, and then every 12 weeks until disease progression is documented (Approximately around 5 years)",1,1,2,3,2,1,0,1,1,1,0,0,0,0,NCT01844505,39282897,"Final, 10-Year Outcomes with Nivolumab plus Ipilimumab in Advanced Melanoma",N Engl J Med,No,INDUSTRY,INDUSTRY,No
JP_NCT01844505,https://clinicaltrials.gov/study/NCT01844505?term=NCT01844505&rank=1&tab=history&a=1#outcome-measures-card,Secondary 2,2,Objective Response Rate (ORR),"ORR is defined as the number of subjects with a Best Overall Response (BOR) of Complete Response (CR) or Partial Response (PR) divided by the number of randomized subjects for each treatment group. The BOR is defined as the best response designation, as determined by the investigator, recorded between the date of randomization and the date of objectively documented progression per Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 or the date of subsequent anti-cancer therapy, whichever occurs first",complete response; partial response,1,End value,1,Categorical,1,Response per RECIST 1.1 : complete response (CR) or partial response (PR),1,"Baseline (Day 1), Week 12 every 6 weeks thereafter up to week 49, and then every 12 weeks until disease progression is documented (expected to be no more than 5 years)",1,2,1,1,2,1,0,1,1,1,0,0,0,0,NCT01844505,39282897,"Final, 10-Year Outcomes with Nivolumab plus Ipilimumab in Advanced Melanoma",N Engl J Med,No,INDUSTRY,INDUSTRY,No
JP_NCT01844505,https://clinicaltrials.gov/study/NCT01844505?term=NCT01844505&rank=1&tab=history&a=1#outcome-measures-card,Secondary 3,2,"Differences in OS, PFS, and ORR between the two experimental arms",NA,Not valid,2,Not valid,2,Not reported,2,Not applicable,3,"OS: Approximately up to 44.1 months; PFS and OOR: Baseline (Day 1), Week 12, every 6 weeks thereafter up to week 49, and then every 12 weeks until disease progression is documented (Approximately around 5 years)",2,2,2,3,2,1,0,1,1,1,0,0,0,0,NCT01844505,39282897,"Final, 10-Year Outcomes with Nivolumab plus Ipilimumab in Advanced Melanoma",N Engl J Med,No,INDUSTRY,INDUSTRY,No
JP_NCT01844505,https://clinicaltrials.gov/study/NCT01844505?term=NCT01844505&rank=1&tab=history&a=1#outcome-measures-card,Secondary 4,2,OS based on PD-L1 expression,NA,Mortality,1,Time-to-event,1,Not reported,2,Not applicable,3,Baseline (Day 1),1,1,2,3,3,1,0,0,0,0,0,0,0,0,NCT01844505,39282897,"Final, 10-Year Outcomes with Nivolumab plus Ipilimumab in Advanced Melanoma",N Engl J Med,No,INDUSTRY,INDUSTRY,No
JP_NCT01844505,https://clinicaltrials.gov/study/NCT01844505?term=NCT01844505&rank=1&tab=history&a=1#outcome-measures-card,Secondary 5,2,Mean changes from baseline in EORTC-QLQ-C30,European Organisation for Research and Treatment of Care Quality of Life Questionnaire (EORTC QLQ) C-30 global health status/QoL composite scale data and the remaining EORTC QLQ C-30 scale data will be summarized by timepoint using descriptive statistics for each treatment group,Not valid,2,Change from baseline,1,Continuous,1,Not applicable,3,"Day 1 of Week 1, Day 1 of Week 5 and Follow up visits 1 and 2",1,1,1,3,2,0,0,1,0,0,0,0,0,0,NCT01844505,39282897,"Final, 10-Year Outcomes with Nivolumab plus Ipilimumab in Advanced Melanoma",N Engl J Med,No,INDUSTRY,INDUSTRY,No
JP_NCT01872975_jun,https://clinicaltrials.gov/study/NCT01872975?term=NCT01872975&rank=1&tab=history&a=1#outcome-measures-card,Primary 1,1,IBC-RFI,NA,invasive local recurrence; invasive regional recurrence; invasive distant recurrence; death from breast cancer,1,Time-to-event,1,Not reported,2,Not applicable,3,"Time from randomization until invasive local, regional, or distant recurrence, or death from breast cancer, assessed up to 10 years",1,1,2,3,3,0,0,0,1,1,0,0,0,0,NCT01872975,40466065,Omitting Regional Nodal Irradiation after Response to Neoadjuvant Chemotherapy,N Engl J Med,No,NETWORK,NETWORK,Yes
JP_NCT01872975_jun,https://clinicaltrials.gov/study/NCT01872975?term=NCT01872975&rank=1&tab=history&a=1#outcome-measures-card,Secondary 1,2,OS,NA,Death from any cause,1,Time-to-event,1,Not reported,2,Not applicable,3,"Time from randomization to death from any cause, assessed up to 10 years",1,1,2,3,3,0,0,0,1,1,0,0,0,0,NCT01872975,40466065,Omitting Regional Nodal Irradiation after Response to Neoadjuvant Chemotherapy,N Engl J Med,No,NETWORK,NETWORK,Yes
JP_NCT01872975_jun,https://clinicaltrials.gov/study/NCT01872975?term=NCT01872975&rank=1&tab=history&a=1#outcome-measures-card,Secondary 2,2,LRRFI,NA,recurrence of primary cancer within breast; recurrence of primary cancer within lymph nodes in ipsilateral axilla; recurrence of primary cancer within lymph nodes in infraclavicular fossa; recurrence of primary cancer within lymph nodes in ipsilateral internal mammary chain; death due to breast cancer,1,Time-to-event,1,Not reported,2,Not applicable,3,"Time from randomization to recurrence of primary cancer w/in breast or lymph nodes in ipsilateral axilla, infraclavicular fossa, or ipsilateral internal mammary chain w/out evidence distant disease, or death due to breast cancer, assessed up to 10 years",1,1,2,3,3,0,0,0,1,1,0,0,0,0,NCT01872975,40466065,Omitting Regional Nodal Irradiation after Response to Neoadjuvant Chemotherapy,N Engl J Med,No,NETWORK,NETWORK,Yes
JP_NCT01872975_jun,https://clinicaltrials.gov/study/NCT01872975?term=NCT01872975&rank=1&tab=history&a=1#outcome-measures-card,Secondary 3,2,DRFI,NA,development of tumor in areas beyond local or regional limits; death due to breast cancer,1,Time-to-event,1,Not reported,2,Not applicable,3,"Time from randomization to the development of tumor in all areas beyond local or regional limits, or death due to breast cancer, assessed up to 10 years",1,1,1,3,3,0,0,0,1,1,0,0,0,0,NCT01872975,40466065,Omitting Regional Nodal Irradiation after Response to Neoadjuvant Chemotherapy,N Engl J Med,No,NETWORK,NETWORK,Yes
JP_NCT01872975_jun,https://clinicaltrials.gov/study/NCT01872975?term=NCT01872975&rank=1&tab=history&a=1#outcome-measures-card,Secondary 4,2,DFS-DCIS,NA,local recurrence post-mastectomy; local recurrence in ipsilateral breast post-lumpectomy; regional recurrence; distant recurrence; contralateral disease; second primary cancer; death from any cause prior to recurrence or second primary cancer,1,Time-to-event,1,Not reported,2,Not applicable,3,"Time from randomization to local recurrence post-mastectomy/in ipsilateral breast post-lumpectomy, regional/distant recurrence, contralateral disease, second primary cancer, or death from any cause prior to recurrence or SPC, assessed up to 10 years",1,1,2,3,3,0,0,0,1,1,0,0,0,0,NCT01872975,40466065,Omitting Regional Nodal Irradiation after Response to Neoadjuvant Chemotherapy,N Engl J Med,No,NETWORK,NETWORK,Yes
JP_NCT01872975_jun,https://clinicaltrials.gov/study/NCT01872975?term=NCT01872975&rank=1&tab=history&a=1#outcome-measures-card,Secondary 5,2,Time to SPC,NA,Not reported,2,Time-to-event,1,Not reported,2,Not applicable,3,"Time from randomization to the development of a second primary invasive cancer of any site excluding squamous and basal cell carcinoma of the skin, assessed up to 10 years",2,1,2,3,3,0,0,0,1,1,0,0,0,0,NCT01872975,40466065,Omitting Regional Nodal Irradiation after Response to Neoadjuvant Chemotherapy,N Engl J Med,No,NETWORK,NETWORK,Yes
JP_NCT01872975_jun,https://clinicaltrials.gov/study/NCT01872975?term=NCT01872975&rank=1&tab=history&a=1#outcome-measures-card,Secondary 6,2,Effect of radiation therapy on cosmetic outcome in mastectomy and lumpectomy patients as assessed by quality of life questionnaire,NA,Not reported,2,Not reported,2,Not reported,2,Not applicable,3,"Assessed prior to randomization, 3 months or at end of RT, and 6, 12, and 24 months from randomization",2,2,2,3,2,1,0,1,0,1,0,0,0,0,NCT01872975,40466065,Omitting Regional Nodal Irradiation after Response to Neoadjuvant Chemotherapy,N Engl J Med,No,NETWORK,NETWORK,Yes
JP_NCT01872975_jun,https://clinicaltrials.gov/study/NCT01872975?term=NCT01872975&rank=1&tab=history&a=1#outcome-measures-card,Secondary 7,2,Frequencies of adverse events graded according to the Common Terminology Criteria for Adverse Events (CTCAE) version 4.0,NA,Not valid,2,Not reported,2,Not reported,2,Not applicable,3,Up to 30 days after completion of study treatment,2,2,2,3,3,0,0,0,1,0,0,0,0,0,NCT01872975,40466065,Omitting Regional Nodal Irradiation after Response to Neoadjuvant Chemotherapy,N Engl J Med,No,NETWORK,NETWORK,Yes
JP_NCT01872975_jun,https://clinicaltrials.gov/study/NCT01872975?term=NCT01872975&rank=1&tab=history&a=1#outcome-measures-card,Secondary 8,2,Molecular predictors of recurrence,To test the prognostic role of gene expression profiles in residual tumor tissue and to develop predictors of the degree of reduction of loco-regional recurrence.,Not valid,2,End value,1,Not reported,2,Not applicable,3,Tissue samples collected after randomizaiton; the gene expression profiles are measured at the end of study,2,1,2,3,3,1,0,0,0,0,0,0,0,0,NCT01872975,40466065,Omitting Regional Nodal Irradiation after Response to Neoadjuvant Chemotherapy,N Engl J Med,No,NETWORK,NETWORK,Yes
JP_NCT02100722,https://clinicaltrials.gov/study/NCT02100722?term=NCT02100722&rank=1&tab=history&a=2#outcome-measures-card,Other 1,3,MACCE,"Death, MI, stroke and any repeat revascularization (MACCE) rate at 2 years, 3 years and 5 years",death; MI; stroke; repeat revascularization,1,Not reported,2,Not reported,2,Not applicable,3,"2 years, 3 years, 5 years",1,2,2,3,2,0,0,1,0,0,0,0,0,0,NCT02100722,40174598,"Outcomes after fractional flow reserve-guided percutaneous coronary intervention versus coronary artery bypass grafting (FAME 3): 5-year follow-up of a multicentre, open-label, randomised trial",Lancet,Yes,OTHER,OTHER,No
JP_NCT02100722,https://clinicaltrials.gov/study/NCT02100722?term=NCT02100722&rank=1&tab=history&a=2#outcome-measures-card,Other 2,3,Death,"Death will be evaluated at 1 year, 2 years, 3 years and 5 years, excluding patients lost to follow-up from each arm",Death,1,Not reported,2,Not reported,2,Not applicable,3,"1 year, 2years, 3 years, 5 years",1,2,2,3,2,0,0,1,0,0,0,0,0,0,NCT02100722,40174598,"Outcomes after fractional flow reserve-guided percutaneous coronary intervention versus coronary artery bypass grafting (FAME 3): 5-year follow-up of a multicentre, open-label, randomised trial",Lancet,Yes,OTHER,OTHER,No
JP_NCT02100722,https://clinicaltrials.gov/study/NCT02100722?term=NCT02100722&rank=1&tab=history&a=2#outcome-measures-card,Other 3,3,Myocardial infarction,"MI will be evaluated at 1 year, 2 years, 3 years and 5 years, excluding patients lost to follow-up from each arm",Not reported,2,Not reported,2,Not reported,2,Not applicable,3,"1 year, 2 years, 3 years and 5 years",1,2,2,3,2,0,0,1,0,0,0,0,0,0,NCT02100722,40174598,"Outcomes after fractional flow reserve-guided percutaneous coronary intervention versus coronary artery bypass grafting (FAME 3): 5-year follow-up of a multicentre, open-label, randomised trial",Lancet,Yes,OTHER,OTHER,No
JP_NCT02100722,https://clinicaltrials.gov/study/NCT02100722?term=NCT02100722&rank=1&tab=history&a=2#outcome-measures-card,Other 4,3,Stroke,"Stroke will be evaluated at 1 year, 2 years, 3 years and 5 years, excluding patients lost to follow-up from each arm",Not reported,2,Not reported,2,Not reported,2,Not applicable,3,"1 year, 2 years, 3 years and 5 years",1,2,2,3,2,0,0,1,0,0,0,0,0,0,NCT02100722,40174598,"Outcomes after fractional flow reserve-guided percutaneous coronary intervention versus coronary artery bypass grafting (FAME 3): 5-year follow-up of a multicentre, open-label, randomised trial",Lancet,Yes,OTHER,OTHER,No
JP_NCT02100722,https://clinicaltrials.gov/study/NCT02100722?term=NCT02100722&rank=1&tab=history&a=2#outcome-measures-card,Other 5,3,Repeat revascularization,"Any repeat revascularization will be evaluated at 1 year, 2 years, 3 years and 5 years, excluding patients lost to follow-up from each arm",Repeat revascularization,1,Not reported,2,Not reported,2,Not applicable,3,"1 year, 2 years, 3 years and 5 years",1,2,2,3,2,0,0,1,0,0,0,0,0,0,NCT02100722,40174598,"Outcomes after fractional flow reserve-guided percutaneous coronary intervention versus coronary artery bypass grafting (FAME 3): 5-year follow-up of a multicentre, open-label, randomised trial",Lancet,Yes,OTHER,OTHER,No
JP_NCT02100722,https://clinicaltrials.gov/study/NCT02100722?term=NCT02100722&rank=1&tab=history&a=2#outcome-measures-card,Primary 1,1,MACCE,"Death, MI, stroke and any repeat revascularization (MACCE) will be evaluated at 1 year, where subjects contribute data from time of randomization until the occurrence of MACCE or one year follow-up, whichever occurs first. Subjects who die or are lost to follow up before 1 year will be censored at their last recorded activity.",death; MI; stroke; repeat revascularization,1,Time-to-event,1,Not reported,2,Not applicable,3,1 year,1,1,2,3,3,0,1,0,0,0,0,0,0,0,NCT02100722,40174598,"Outcomes after fractional flow reserve-guided percutaneous coronary intervention versus coronary artery bypass grafting (FAME 3): 5-year follow-up of a multicentre, open-label, randomised trial",Lancet,Yes,OTHER,OTHER,No
JP_NCT02100722,https://clinicaltrials.gov/study/NCT02100722?term=NCT02100722&rank=1&tab=history&a=2#outcome-measures-card,Secondary 1,2,"Death, MI, and stroke","Death, MI, and stroke will be evaluated at 3 years, where subjects contribute data from time of enrollment until the occurrence of one of the above events or three year follow-up, whichever occurs first. Subjects who die or are lost to follow up before this time will be censored at their last recorded activity.",death; MI; stroke,1,Time-to-event,1,Not reported,2,Not applicable,3,3 years,1,1,2,3,3,0,1,0,0,0,0,0,0,0,NCT02100722,40174598,"Outcomes after fractional flow reserve-guided percutaneous coronary intervention versus coronary artery bypass grafting (FAME 3): 5-year follow-up of a multicentre, open-label, randomised trial",Lancet,Yes,OTHER,OTHER,No
JP_NCT02315443,https://clinicaltrials.gov/study/NCT02315443?term=NCT02315443&rank=1&tab=history&a=4#outcome-measures-card,Primary 1,1,Modified Rankin Scale (mRS),The mRS is a valid and reliable clinician-reported measure of global disability that has been widely applied for evaluating recovery from stroke. It is a scale used to measure functional recovery (the degree of disability or dependence in daily activities) of people who have suffered a stroke.,Modified Rankin Scale (mRS),1,End value,1,Not reported,2,Not applicable,3,90 days,1,1,2,3,3,0,1,0,0,0,0,0,0,0,NCT02315443,39955120,"Efficacy and safety of intravenous nerinetide initiated by paramedics in the field for acute cerebral ischaemia within 3 h of symptom onset (FRONTIER): a phase 2, multicentre, randomised, double-blind, placebo-controlled study",Lancet,No,INDUSTRY,INDUSTRY,No
JP_NCT02315443,https://clinicaltrials.gov/study/NCT02315443?term=NCT02315443&rank=1&tab=history&a=4#outcome-measures-card,Secondary 1,2,National Institutes of Health Stroke Scale (NIHSS),The NIHSS is a standardized neurological score found to be a valid and reliable measure of disability and recovery after acute stroke.,National Institutes of Health Stroke Scale (NIHSS),1,End value,1,Not reported,2,Not applicable,3,90 days,1,1,2,3,3,0,1,0,0,0,0,0,0,0,NCT02315443,39955120,"Efficacy and safety of intravenous nerinetide initiated by paramedics in the field for acute cerebral ischaemia within 3 h of symptom onset (FRONTIER): a phase 2, multicentre, randomised, double-blind, placebo-controlled study",Lancet,No,INDUSTRY,INDUSTRY,No
